frame,cpu_us,gpu_us,total_us,draw_calls,visible_instances
64,7369.96,67.936,7437.9,2,13
65,4701.67,67.232,4768.9,2,13
66,6039.22,68.384,6107.6,2,13
67,6154.5,67.296,6221.8,2,13
68,6772.46,67.744,6840.2,2,13
69,5194.62,67.68,5262.3,2,13
70,5978.24,68.256,6046.5,2,13
71,6968.72,68.576,7037.3,2,13
72,3571.3,67.2,3638.5,2,13
73,6283.33,67.872,6351.2,2,13
74,5509.95,67.648,5577.6,2,13
75,5907.17,68.128,5975.3,2,13
76,8988.56,67.744,9056.3,2,13
77,3877.02,68.48,3945.5,2,13
78,5053.92,67.68,5121.6,2,13
79,8154.73,67.968,8222.7,2,13
80,3048.22,67.68,3115.9,2,13
81,4077.6,68,4145.6,2,13
82,7550.74,67.36,7618.1,2,13
83,2927.36,67.936,2995.3,2,13
84,7228.83,67.968,7296.8,2,13
85,5042.91,68.192,5111.1,2,13
86,4227.9,67.904,4295.8,2,13
87,6568.32,67.776,6636.1,2,13
88,5505,67.904,5572.9,2,13
89,5769,68,5837,2,13
90,6183.35,67.552,6250.9,2,13
91,6970.88,68.224,7039.1,2,13
92,3216.16,68.64,3284.8,2,13
93,4950.77,68.128,5018.9,2,13
94,5498.15,67.648,5565.8,2,13
95,6004.67,68.032,6072.7,2,13
96,6970.09,67.808,7037.9,2,13
97,6041.82,68.384,6110.2,2,13
98,5013.62,67.68,5081.3,2,13
99,8563.05,67.552,8630.6,2,13
100,1984.85,67.648,2052.5,2,13
101,5967.79,67.808,6035.6,2,13
102,7966.48,67.52,8034,2,13
103,4042.34,67.456,4109.8,2,13
104,7853.04,68.16,7921.2,2,13
105,3557.28,67.616,3624.9,2,13
106,5293.63,67.872,5361.5,2,13
107,5880.92,67.584,5948.5,2,13
108,6200.17,68.032,6268.2,2,13
109,6627.54,67.36,6694.9,2,13
110,5280.22,67.68,5347.9,2,13
111,3716.41,68.288,3784.7,2,13
112,5906.81,68.192,5975,2,13
113,6039.08,68.32,6107.4,2,13
114,6865.19,67.808,6933,2,13
115,4549.24,68.256,4617.5,2,13
116,6107.15,67.648,6174.8,2,13
117,6946.11,68.192,7014.3,2,13
118,3667.65,68.352,3736,2,13
119,5964.78,68.32,6033.1,2,13
120,5910.79,67.712,5978.5,2,13
121,6203.22,67.584,6270.8,2,13
122,8054.54,68.064,8122.6,2,13
123,2950.43,67.968,3018.4,2,13
124,5303.96,67.936,5371.9,2,13
125,8952.35,67.648,9020,2,13
126,3061.54,68.064,3129.6,2,13
127,6093.33,67.968,6161.3,2,13
128,7140.67,68.128,7208.8,2,13
129,4355.04,67.36,4422.4,2,13
130,5932.23,67.968,6000.2,2,13
131,6957.23,67.872,7025.1,2,13
132,4999.63,67.872,5067.5,2,13
133,4785.37,68.032,4853.4,2,13
134,4418.35,68.448,4486.8,2,13
135,5946.3,67.904,6014.2,2,13
136,6039.8,68.096,6107.9,2,13
137,7242.4,68,7310.4,2,13
138,4708.43,67.872,4776.3,2,13
139,6028.62,68.48,6097.1,2,13
140,4220.21,67.488,4287.7,2,13
141,6023.35,67.648,6091,2,13
142,4851.11,68.192,4919.3,2,13
143,6374.35,67.552,6441.9,2,13
144,5417.26,67.84,5485.1,2,13
145,6927.26,67.936,6995.2,2,13
146,3600.23,67.872,3668.1,2,13
147,6030.41,67.488,6097.9,2,13
148,7978.02,67.584,8045.6,2,13
149,4166.92,67.584,4234.5,2,13
150,5988,68,6056,2,13
151,7401.03,67.872,7468.9,2,13
152,6642.37,68.032,6710.4,2,13
153,2688.07,68.128,2756.2,2,13
154,7027.89,67.712,7095.6,2,13
155,5031.85,67.552,5099.4,2,13
156,5986.87,68.032,6054.9,2,13
157,6693.97,68.128,6762.1,2,13
158,4188.72,68.576,4257.3,2,13
159,7508.14,68.16,7576.3,2,13
160,2841.29,67.712,2909,2,13
161,6656.68,67.616,6724.3,2,13
162,5580.38,68.416,5648.8,2,13
163,5960.31,67.392,6027.7,2,13
164,5889.16,67.744,5956.9,2,13
165,6419.12,67.776,6486.9,2,13
166,5501.43,67.872,5569.3,2,13
167,5987.25,67.552,6054.8,2,13
168,6498.37,68.032,6566.4,2,13
169,5502.92,67.584,5570.5,2,13
170,6818.96,67.744,6886.7,2,13
171,5432.82,67.68,5500.5,2,13
172,4434.03,67.872,4501.9,2,13
173,5311.9,68.096,5380,2,13
174,7345.47,68.128,7413.6,2,13
175,4605.64,68.256,4673.9,2,13
176,5541.16,67.744,5608.9,2,13
177,6097.77,68.928,6166.7,2,13
178,4377.81,68.192,4446,2,13
179,5835.58,69.024,5904.6,2,13
180,6114.13,67.168,6181.3,2,13
181,6569.61,68.192,6637.8,2,13
182,5407.73,67.872,5475.6,2,13
183,5751.98,67.52,5819.5,2,13
184,5961.3,68,6029.3,2,13
185,6355.62,67.776,6423.4,2,13
186,4661.29,67.808,4729.1,2,13
187,6243.59,67.712,6311.3,2,13
188,5364.65,68.352,5433,2,13
189,5225.96,67.936,5293.9,2,13
190,6857.72,68.48,6926.2,2,13
191,3724.25,67.552,3791.8,2,13
192,5539.4,67.296,5606.7,2,13
193,4449.48,67.52,4517,2,13
194,5722.2,68.096,5790.3,2,13
195,6080.06,68.544,6148.6,2,13
196,5614.81,68.288,5683.1,2,13
197,8875.9,68.096,8944,2,13
198,3207.1,68.8,3275.9,2,13
199,6664.1,68.096,6732.2,2,13
200,6016.41,67.392,6083.8,2,13
201,5027.64,67.264,5094.9,2,13
202,5884.02,68.576,5952.6,2,13
203,6349.66,67.744,6417.4,2,13
204,5696.04,68.064,5764.1,2,13
205,5952.97,69.728,6022.7,2,13
206,5742.6,68.096,5810.7,2,13
207,6323.98,67.52,6391.5,2,13
208,5881.81,68.192,5950,2,13
209,4381.65,68.352,4450,2,13
210,6709.7,67.904,6777.6,2,13
211,5232.94,68.16,5301.1,2,13
212,6015.41,68.192,6083.6,2,13
213,5872.32,67.68,5940,2,13
214,6342.4,68,6410.4,2,13
215,5893.07,68.128,5961.2,2,13
216,5845.64,68.256,5913.9,2,13
217,6177.72,69.376,6247.1,2,13
218,5869.93,67.168,5937.1,2,13
219,6451.28,68.32,6519.6,2,13
220,3808.51,67.488,3876,2,13
221,5300.57,67.328,5367.9,2,13
222,5848.86,68.736,5917.6,2,13
223,6952.94,68.064,7021,2,13
224,5025.48,68.32,5093.8,2,13
225,5092.28,67.424,5159.7,2,13
226,4977.55,68.448,5046,2,13
227,5055.19,67.008,5122.2,2,13
228,6387.26,68.64,6455.9,2,13
229,5347.24,67.456,5414.7,2,13
230,5934.3,68.096,6002.4,2,13
231,6120.74,68.256,6189,2,13
232,5907.83,69.472,5977.3,2,13
233,5703.51,68.288,5771.8,2,13
234,6322.78,67.52,6390.3,2,13
235,6709.48,70.016,6779.5,2,13
236,4830.11,67.488,4897.6,2,13
237,6126.52,68.384,6194.9,2,13
238,5770.17,68.032,5838.2,2,13
239,5996.29,67.712,6064,2,13
240,6650.22,67.584,6717.8,2,13
241,3996.03,67.072,4063.1,2,13
242,5875.83,67.968,5943.8,2,13
243,8066.47,67.328,8133.8,2,13
244,2516.77,68.832,2585.6,2,13
245,6027.31,67.488,6094.8,2,13
246,8268.44,68.16,8336.6,2,13
247,2566.88,67.616,2634.5,2,13
248,6633.77,67.328,6701.1,2,13
249,6152.59,67.808,6220.4,2,13
250,5285.76,67.936,5353.7,2,13
251,6027.52,67.776,6095.3,2,13
252,7181.65,68.352,7250,2,13
253,4871.61,68.192,4939.8,2,13
254,6071.66,67.744,6139.4,2,13
255,6037.37,68.128,6105.5,2,13
256,4586.27,68.128,4654.4,2,13
257,7399.6,68.8,7468.4,2,13
258,3656.48,67.616,3724.1,2,13
259,6216.52,67.776,6284.3,2,13
260,6947.59,67.808,7015.4,2,13
261,4879.2,67.904,4947.1,2,13
262,3597.75,68.448,3666.2,2,13
263,5295.97,67.328,5363.3,2,13
264,2610.24,68.064,2678.3,2,13
265,5303.47,68.128,5371.6,2,13
266,7231.92,68.48,7300.4,2,13
267,4695.45,68.352,4763.8,2,13
268,6030.66,67.744,6098.4,2,13
269,8214.32,67.776,8282.1,2,13
270,3799.86,68.736,3868.6,2,13
271,5995.28,67.616,6062.9,2,13
272,6972.01,68.192,7040.2,2,13
273,6046.22,67.68,6113.9,2,13
274,5090.48,67.52,5158,2,13
275,6069.38,68.32,6137.7,2,13
276,5997.64,67.456,6065.1,2,13
277,6341.44,68.256,6409.7,2,13
278,5412.28,67.52,5479.8,2,13
279,7802.4,68.096,7870.5,2,13
280,2923.79,67.808,2991.6,2,13
281,6007,67.104,6074.1,2,13
282,4377.29,68.512,4445.8,2,13
283,6329.56,67.936,6397.5,2,13
284,5716.09,68.512,5784.6,2,13
285,6039.12,67.776,6106.9,2,13
286,7104.81,68.288,7173.1,2,13
287,3627.11,68.192,3695.3,2,13
288,5950.97,68.128,6019.1,2,13
289,5952.15,67.552,6019.7,2,13
290,6173.04,68.16,6241.2,2,13
291,5941.09,70.112,6011.2,2,13
292,6956.89,67.712,7024.6,2,13
293,5510.83,68.672,5579.5,2,13
294,4856.01,67.488,4923.5,2,13
295,5875.54,68.064,5943.6,2,13
296,5959.11,67.488,6026.6,2,13
297,6091.03,68.768,6159.8,2,13
298,4988.94,67.36,5056.3,2,13
299,3881.33,67.968,3949.3,2,13

CPU_us_summary,avg,min,max,p1,p99,stddev
CPU,5711.8,1984.85,8988.56,2566.88,8566.6,1209.24

GPU_us_summary,avg,min,max,p1,p99,stddev
GPU,67.3626,63.68,70.112,63.968,69.472,1.39806

Total_us_summary,avg,min,max,p1,p99,stddev
Total,5779.16,2052.5,9056.3,2634.5,8630.7,1209.23
